LocationType,Location,Children in Immigrant Families,TimeFrame,DataFormat,Data
State,Idaho,Children in U.S.-born families,2012,Currency,54700
State,Idaho,Children in immigrant families,2011,Currency,41400
State,Idaho,Children in U.S.-born families,2011,Currency,54800
State,Idaho,Children in immigrant families,2015,Currency,51800
State,Idaho,Children in U.S.-born families,2015,Currency,61900
State,Idaho,Children in immigrant families,2009,Currency,36600
State,Idaho,Children in U.S.-born families,2009,Currency,52300
State,Idaho,Children in immigrant families,2010,Currency,36500
State,Idaho,Children in U.S.-born families,2010,Currency,52500
State,Idaho,Children in immigrant families,2018,Currency,51200
State,Idaho,Children in U.S.-born families,2018,Currency,68700
State,Idaho,Children in immigrant families,2013,Currency,40000
State,Idaho,Children in U.S.-born families,2013,Currency,55900
State,Idaho,Children in immigrant families,2008,Currency,45300
State,Idaho,Children in U.S.-born families,2008,Currency,53500
State,Idaho,Children in immigrant families,2001-2003,Currency,36200
State,Idaho,Children in U.S.-born families,2001-2003,Currency,44800
State,Idaho,Children in U.S.-born families,2000-2002,Currency,43800
State,Idaho,Children in immigrant families,2000-2002,Currency,36900
State,Idaho,Children in U.S.-born families,2002-2004,Currency,46200
State,Idaho,Children in immigrant families,2002-2004,Currency,33800
State,Idaho,Children in immigrant families,2007,Currency,38600
State,Idaho,Children in U.S.-born families,2007,Currency,54800
State,Idaho,Children in U.S.-born families,2006,Currency,52400
State,Idaho,Children in immigrant families,2006,Currency,35400
State,Idaho,Children in immigrant families,2005,Currency,32700
State,Idaho,Children in U.S.-born families,2005,Currency,48400
State,Illinois,Children in immigrant families,2005,Currency,52800
State,Illinois,Children in U.S.-born families,2005,Currency,61300
State,Illinois,Children in U.S.-born families,2006,Currency,62700
State,Illinois,Children in immigrant families,2006,Currency,51800
State,Illinois,Children in immigrant families,2007,Currency,52600
State,Illinois,Children in U.S.-born families,2007,Currency,64600
State,Illinois,Children in immigrant families,2002-2004,Currency,50500
State,Illinois,Children in U.S.-born families,2002-2004,Currency,58000
State,Illinois,Children in immigrant families,2000-2002,Currency,50500
State,Illinois,Children in U.S.-born families,2000-2002,Currency,56200
State,Illinois,Children in U.S.-born families,2001-2003,Currency,56600
State,Illinois,Children in immigrant families,2001-2003,Currency,50000
State,Illinois,Children in immigrant families,2008,Currency,55400
State,Illinois,Children in U.S.-born families,2008,Currency,68100
State,Illinois,Children in immigrant families,2013,Currency,52500
State,Illinois,Children in U.S.-born families,2013,Currency,67700
State,Illinois,Children in immigrant families,2018,Currency,67500
State,Illinois,Children in U.S.-born families,2018,Currency,82000
State,Illinois,Children in immigrant families,2010,Currency,50000
State,Illinois,Children in U.S.-born families,2010,Currency,64800
State,Illinois,Children in immigrant families,2009,Currency,51100
State,Illinois,Children in U.S.-born families,2009,Currency,65200
State,Illinois,Children in immigrant families,2015,Currency,56900
State,Illinois,Children in U.S.-born families,2015,Currency,72900
State,Illinois,Children in immigrant families,2011,Currency,50000
State,Illinois,Children in U.S.-born families,2011,Currency,64100
State,Illinois,Children in immigrant families,2012,Currency,50600
State,Illinois,Children in U.S.-born families,2012,Currency,68800
State,Illinois,Children in immigrant families,2014,Currency,53500
State,Illinois,Children in U.S.-born families,2014,Currency,71800
State,Illinois,Children in immigrant families,2017,Currency,62200
State,Illinois,Children in U.S.-born families,2017,Currency,77300
State,Illinois,Children in immigrant families,2016,Currency,59700
State,Illinois,Children in U.S.-born families,2016,Currency,76100
State,Illinois,Children in immigrant families,2019,Currency,73100
State,Illinois,Children in U.S.-born families,2019,Currency,88000
State,Illinois,Children in immigrant families,2021,Currency,77500
State,Illinois,Children in U.S.-born families,2021,Currency,91200
State,Indiana,Children in immigrant families,2021,Currency,71500
State,Indiana,Children in U.S.-born families,2021,Currency,77200
State,Indiana,Children in immigrant families,2019,Currency,60400
State,Indiana,Children in U.S.-born families,2019,Currency,72600
State,Indiana,Children in immigrant families,2016,Currency,47600
State,Indiana,Children in U.S.-born families,2016,Currency,63400
State,Indiana,Children in immigrant families,2017,Currency,52400
State,Indiana,Children in U.S.-born families,2017,Currency,67000
State,Indiana,Children in immigrant families,2014,Currency,44800
State,Indiana,Children in U.S.-born families,2014,Currency,57000
State,Indiana,Children in immigrant families,2012,Currency,45400
State,Indiana,Children in U.S.-born families,2012,Currency,54900
State,Indiana,Children in immigrant families,2011,Currency,38100
State,Indiana,Children in U.S.-born families,2011,Currency,55000
State,Indiana,Children in immigrant families,2015,Currency,47700
State,Indiana,Children in U.S.-born families,2015,Currency,60500
State,Indiana,Children in immigrant families,2009,Currency,42500
State,Indiana,Children in U.S.-born families,2009,Currency,54200
State,Indiana,Children in immigrant families,2010,Currency,41500
State,Indiana,Children in U.S.-born families,2010,Currency,51900
State,Indiana,Children in immigrant families,2018,Currency,52100
State,Indiana,Children in U.S.-born families,2018,Currency,70000
State,Indiana,Children in immigrant families,2013,Currency,40300
State,Indiana,Children in U.S.-born families,2013,Currency,56200
State,Indiana,Children in immigrant families,2008,Currency,47400
State,Indiana,Children in U.S.-born families,2008,Currency,57100
State,Indiana,Children in U.S.-born families,2001-2003,Currency,50000
State,Indiana,Children in immigrant families,2001-2003,Currency,47000
State,Indiana,Children in U.S.-born families,2000-2002,Currency,49900
State,Indiana,Children in immigrant families,2000-2002,Currency,49300
State,Indiana,Children in U.S.-born families,2002-2004,Currency,50400
State,Indiana,Children in immigrant families,2002-2004,Currency,47400
State,Indiana,Children in immigrant families,2007,Currency,45200
State,Indiana,Children in U.S.-born families,2007,Currency,55700
State,Indiana,Children in U.S.-born families,2006,Currency,54400
State,Indiana,Children in immigrant families,2006,Currency,43500
State,Indiana,Children in immigrant families,2005,Currency,46600
State,Indiana,Children in U.S.-born families,2005,Currency,52700
State,Iowa,Children in immigrant families,2005,Currency,44400
State,Iowa,Children in U.S.-born families,2005,Currency,55600
State,Iowa,Children in U.S.-born families,2006,Currency,56600
State,Iowa,Children in immigrant families,2006,Currency,42000
State,Iowa,Children in immigrant families,2007,Currency,49300
State,Iowa,Children in U.S.-born families,2007,Currency,60400
State,Iowa,Children in immigrant families,2002-2004,Currency,46800
State,Iowa,Children in U.S.-born families,2002-2004,Currency,50500
State,Iowa,Children in immigrant families,2000-2002,Currency,42300
State,Iowa,Children in U.S.-born families,2000-2002,Currency,49400
State,Iowa,Children in U.S.-born families,2001-2003,Currency,50000
State,Iowa,Children in immigrant families,2001-2003,Currency,45900
State,Iowa,Children in immigrant families,2008,Currency,49600
State,Iowa,Children in U.S.-born families,2008,Currency,61100
State,Iowa,Children in immigrant families,2013,Currency,51200
State,Iowa,Children in U.S.-born families,2013,Currency,66800
State,Iowa,Children in immigrant families,2018,Currency,51800
State,Iowa,Children in U.S.-born families,2018,Currency,79200
State,Iowa,Children in immigrant families,2010,Currency,43500
State,Iowa,Children in U.S.-born families,2010,Currency,60800
State,Iowa,Children in immigrant families,2009,Currency,43400
State,Iowa,Children in U.S.-born families,2009,Currency,61200
State,Iowa,Children in immigrant families,2015,Currency,51100
State,Iowa,Children in U.S.-born families,2015,Currency,70700
State,Iowa,Children in immigrant families,2011,Currency,42200
State,Iowa,Children in U.S.-born families,2011,Currency,63100
State,Iowa,Children in immigrant families,2012,Currency,52100
State,Iowa,Children in U.S.-born families,2012,Currency,63900
State,Iowa,Children in immigrant families,2014,Currency,52900
State,Iowa,Children in U.S.-born families,2014,Currency,67700
State,Iowa,Children in immigrant families,2017,Currency,53700
State,Iowa,Children in U.S.-born families,2017,Currency,76400
State,Iowa,Children in immigrant families,2016,Currency,51700
State,Iowa,Children in U.S.-born families,2016,Currency,74200
State,Iowa,Children in immigrant families,2019,Currency,58200
State,Iowa,Children in U.S.-born families,2019,Currency,78100
State,Iowa,Children in immigrant families,2021,Currency,63400
State,Iowa,Children in U.S.-born families,2021,Currency,88800
State,Kansas,Children in immigrant families,2021,Currency,67600
State,Kansas,Children in U.S.-born families,2021,Currency,85000
State,Kansas,Children in immigrant families,2019,Currency,58200
State,Kansas,Children in U.S.-born families,2019,Currency,79000
State,Kansas,Children in immigrant families,2016,Currency,52300
State,Kansas,Children in U.S.-born families,2016,Currency,69900
State,Kansas,Children in immigrant families,2017,Currency,52000
State,Kansas,Children in U.S.-born families,2017,Currency,72600
State,Kansas,Children in immigrant families,2014,Currency,47500
State,Kansas,Children in U.S.-born families,2014,Currency,66100
State,Kansas,Children in immigrant families,2012,Currency,41000
State,Kansas,Children in U.S.-born families,2012,Currency,62300
State,Kansas,Children in immigrant families,2011,Currency,42800
State,Kansas,Children in U.S.-born families,2011,Currency,60800
State,Kansas,Children in immigrant families,2015,Currency,48800
State,Kansas,Children in U.S.-born families,2015,Currency,67700
State,Kansas,Children in immigrant families,2009,Currency,43100
State,Kansas,Children in U.S.-born families,2009,Currency,58200
State,Kansas,Children in immigrant families,2010,Currency,44500
State,Kansas,Children in U.S.-born families,2010,Currency,59000
State,Kansas,Children in immigrant families,2018,Currency,52500
State,Kansas,Children in U.S.-born families,2018,Currency,75900
State,Kansas,Children in immigrant families,2013,Currency,42500
State,Kansas,Children in U.S.-born families,2013,Currency,66200
State,Kansas,Children in immigrant families,2008,Currency,46200
State,Kansas,Children in U.S.-born families,2008,Currency,59700
State,Kansas,Children in U.S.-born families,2001-2003,Currency,49700
State,Kansas,Children in immigrant families,2001-2003,Currency,41600
State,Kansas,Children in U.S.-born families,2000-2002,Currency,48600
State,Kansas,Children in immigrant families,2000-2002,Currency,38900
State,Kansas,Children in U.S.-born families,2002-2004,Currency,50500
State,Kansas,Children in immigrant families,2002-2004,Currency,46800
State,Kansas,Children in immigrant families,2007,Currency,43100
State,Kansas,Children in U.S.-born families,2007,Currency,60600
State,Kansas,Children in U.S.-born families,2006,Currency,55800
State,Kansas,Children in immigrant families,2006,Currency,39900
State,Kansas,Children in immigrant families,2005,Currency,39800
State,Kansas,Children in U.S.-born families,2005,Currency,53000
State,Kentucky,Children in immigrant families,2005,Currency,48900
State,Kentucky,Children in U.S.-born families,2005,Currency,44100
State,Kentucky,Children in U.S.-born families,2006,Currency,47200
State,Kentucky,Children in immigrant families,2006,Currency,45400
State,Kentucky,Children in immigrant families,2007,Currency,55500
State,Kentucky,Children in U.S.-born families,2007,Currency,46000
State,Kentucky,Children in immigrant families,2002-2004,Currency,51600
State,Kentucky,Children in U.S.-born families,2002-2004,Currency,40600
State,Kentucky,Children in immigrant families,2000-2002,Currency,56500
State,Kentucky,Children in U.S.-born families,2000-2002,Currency,40400
State,Kentucky,Children in U.S.-born families,2001-2003,Currency,40400
State,Kentucky,Children in immigrant families,2001-2003,Currency,51700
State,Kentucky,Children in immigrant families,2008,Currency,57800
State,Kentucky,Children in U.S.-born families,2008,Currency,49000
State,Kentucky,Children in immigrant families,2013,Currency,47000
State,Kentucky,Children in U.S.-born families,2013,Currency,51400
State,Kentucky,Children in immigrant families,2018,Currency,49700
State,Kentucky,Children in U.S.-born families,2018,Currency,59900
State,Kentucky,Children in immigrant families,2010,Currency,37300
State,Kentucky,Children in U.S.-born families,2010,Currency,47400
State,Kentucky,Children in immigrant families,2009,Currency,50900
State,Kentucky,Children in U.S.-born families,2009,Currency,45700
State,Kentucky,Children in immigrant families,2015,Currency,41300
State,Kentucky,Children in U.S.-born families,2015,Currency,52200
State,Kentucky,Children in immigrant families,2011,Currency,48900
State,Kentucky,Children in U.S.-born families,2011,Currency,48300
State,Kentucky,Children in immigrant families,2012,Currency,43700
State,Kentucky,Children in U.S.-born families,2012,Currency,49900
State,Kentucky,Children in immigrant families,2014,Currency,40200
State,Kentucky,Children in U.S.-born families,2014,Currency,51300
State,Kentucky,Children in immigrant families,2017,Currency,50500
State,Kentucky,Children in U.S.-born families,2017,Currency,60100
State,Kentucky,Children in immigrant families,2016,Currency,44700
State,Kentucky,Children in U.S.-born families,2016,Currency,54200
State,Kentucky,Children in immigrant families,2019,Currency,55600
State,Kentucky,Children in U.S.-born families,2019,Currency,63900
State,Kentucky,Children in immigrant families,2021,Currency,66200
State,Kentucky,Children in U.S.-born families,2021,Currency,67000
State,Louisiana,Children in immigrant families,2021,Currency,51600
State,Louisiana,Children in U.S.-born families,2021,Currency,62100
State,Louisiana,Children in immigrant families,2019,Currency,50800
State,Louisiana,Children in U.S.-born families,2019,Currency,59100
State,Louisiana,Children in immigrant families,2016,Currency,45500
State,Louisiana,Children in U.S.-born families,2016,Currency,51700
State,Louisiana,Children in immigrant families,2017,Currency,46500
State,Louisiana,Children in U.S.-born families,2017,Currency,52900
State,Louisiana,Children in immigrant families,2014,Currency,46800
State,Louisiana,Children in U.S.-born families,2014,Currency,50500
State,Louisiana,Children in immigrant families,2012,Currency,49900
State,Louisiana,Children in U.S.-born families,2012,Currency,46700
State,Louisiana,Children in immigrant families,2011,Currency,57700
State,Louisiana,Children in U.S.-born families,2011,Currency,47000
State,Louisiana,Children in immigrant families,2015,Currency,45800
State,Louisiana,Children in U.S.-born families,2015,Currency,51400
State,Louisiana,Children in immigrant families,2009,Currency,51600
State,Louisiana,Children in U.S.-born families,2009,Currency,49200
State,Louisiana,Children in immigrant families,2010,Currency,48900
State,Louisiana,Children in U.S.-born families,2010,Currency,46600
State,Louisiana,Children in immigrant families,2018,Currency,50800
State,Louisiana,Children in U.S.-born families,2018,Currency,56000
State,Louisiana,Children in immigrant families,2013,Currency,49800
State,Louisiana,Children in U.S.-born families,2013,Currency,50400
State,Louisiana,Children in immigrant families,2008,Currency,47300
State,Louisiana,Children in U.S.-born families,2008,Currency,48300
State,Louisiana,Children in U.S.-born families,2001-2003,Currency,37900
State,Louisiana,Children in immigrant families,2001-2003,Currency,47600
State,Louisiana,Children in U.S.-born families,2000-2002,Currency,37400
State,Louisiana,Children in immigrant families,2000-2002,Currency,52700
State,Louisiana,Children in U.S.-born families,2002-2004,Currency,37900
State,Louisiana,Children in immigrant families,2002-2004,Currency,48800
State,Louisiana,Children in immigrant families,2007,Currency,51300
State,Louisiana,Children in U.S.-born families,2007,Currency,44700
State,Louisiana,Children in U.S.-born families,2006,Currency,42800
State,Louisiana,Children in immigrant families,2006,Currency,48700
State,Louisiana,Children in immigrant families,2005,Currency,51200
State,Louisiana,Children in U.S.-born families,2005,Currency,42100
State,Maine,Children in immigrant families,2005,Currency,57200
State,Maine,Children in U.S.-born families,2005,Currency,51600
State,Maine,Children in U.S.-born families,2006,Currency,51200
State,Maine,Children in immigrant families,2006,Currency,51700
State,Maine,Children in immigrant families,2007,Currency,56600
State,Maine,Children in U.S.-born families,2007,Currency,54200
State,Maine,Children in immigrant families,2002-2004,Currency,60400
State,Maine,Children in U.S.-born families,2002-2004,Currency,47500
State,Maine,Children in immigrant families,2000-2002,Currency,50700
State,Maine,Children in U.S.-born families,2000-2002,Currency,45900
State,Maine,Children in U.S.-born families,2001-2003,Currency,46000
State,Maine,Children in immigrant families,2001-2003,Currency,54000
State,Maine,Children in immigrant families,2008,Currency,62000
State,Maine,Children in U.S.-born families,2008,Currency,54300
State,Maine,Children in immigrant families,2013,Currency,62700
State,Maine,Children in U.S.-born families,2013,Currency,54900
State,Maine,Children in immigrant families,2018,Currency,86800
State,Maine,Children in U.S.-born families,2018,Currency,68600
State,Maine,Children in immigrant families,2010,Currency,61600
State,Maine,Children in U.S.-born families,2010,Currency,54600
State,Maine,Children in immigrant families,2009,Currency,56700
State,Maine,Children in U.S.-born families,2009,Currency,52500
State,Maine,Children in immigrant families,2015,Currency,71000
State,Maine,Children in U.S.-born families,2015,Currency,61100
State,Maine,Children in immigrant families,2011,Currency,67900
State,Maine,Children in U.S.-born families,2011,Currency,52900
State,Maine,Children in immigrant families,2012,Currency,47700
State,Maine,Children in U.S.-born families,2012,Currency,52300
State,Maine,Children in immigrant families,2014,Currency,69800
State,Maine,Children in U.S.-born families,2014,Currency,58900
State,Maine,Children in immigrant families,2017,Currency,65500
State,Maine,Children in U.S.-born families,2017,Currency,73100
State,Maine,Children in immigrant families,2016,Currency,64500
State,Maine,Children in U.S.-born families,2016,Currency,69300
State,Maine,Children in immigrant families,2019,Currency,87700
State,Maine,Children in U.S.-born families,2019,Currency,73500
State,Maine,Children in immigrant families,2021,Currency,78600
State,Maine,Children in U.S.-born families,2021,Currency,84400
State,Maryland,Children in immigrant families,2021,Currency,95200
State,Maryland,Children in U.S.-born families,2021,Currency,111600
State,Maryland,Children in immigrant families,2019,Currency,89300
State,Maryland,Children in U.S.-born families,2019,Currency,104200
State,Maryland,Children in immigrant families,2016,Currency,80400
State,Maryland,Children in U.S.-born families,2016,Currency,93300
State,Maryland,Children in immigrant families,2017,Currency,85200
State,Maryland,Children in U.S.-born families,2017,Currency,98300
State,Maryland,Children in immigrant families,2014,Currency,78700
State,Maryland,Children in U.S.-born families,2014,Currency,87000
State,Maryland,Children in immigrant families,2012,Currency,72300
State,Maryland,Children in U.S.-born families,2012,Currency,83500
State,Maryland,Children in immigrant families,2011,Currency,70500
State,Maryland,Children in U.S.-born families,2011,Currency,82800
State,Maryland,Children in immigrant families,2015,Currency,75800
State,Maryland,Children in U.S.-born families,2015,Currency,90000
State,Maryland,Children in immigrant families,2009,Currency,73700
State,Maryland,Children in U.S.-born families,2009,Currency,82000
State,Maryland,Children in immigrant families,2010,Currency,74200
State,Maryland,Children in U.S.-born families,2010,Currency,79400
State,Maryland,Children in immigrant families,2018,Currency,85500
State,Maryland,Children in U.S.-born families,2018,Currency,103200
State,Maryland,Children in immigrant families,2013,Currency,74700
State,Maryland,Children in U.S.-born families,2013,Currency,84500
State,Maryland,Children in immigrant families,2008,Currency,80200
State,Maryland,Children in U.S.-born families,2008,Currency,82700
State,Maryland,Children in U.S.-born families,2001-2003,Currency,63900
State,Maryland,Children in immigrant families,2001-2003,Currency,64600
State,Maryland,Children in U.S.-born families,2000-2002,Currency,62800
State,Maryland,Children in immigrant families,2000-2002,Currency,61800
State,Maryland,Children in U.S.-born families,2002-2004,Currency,65000
State,Maryland,Children in immigrant families,2002-2004,Currency,65500
State,Maryland,Children in immigrant families,2007,Currency,76600
State,Maryland,Children in U.S.-born families,2007,Currency,80000
State,Maryland,Children in U.S.-born families,2006,Currency,76900
State,Maryland,Children in immigrant families,2006,Currency,75800
State,Maryland,Children in immigrant families,2005,Currency,74000
State,Maryland,Children in U.S.-born families,2005,Currency,72900
State,Massachusetts,Children in immigrant families,2005,Currency,62400
State,Massachusetts,Children in U.S.-born families,2005,Currency,74400
State,Massachusetts,Children in U.S.-born families,2006,Currency,79800
State,Massachusetts,Children in immigrant families,2006,Currency,63900
State,Massachusetts,Children in immigrant families,2007,Currency,66500
State,Massachusetts,Children in U.S.-born families,2007,Currency,83700
State,Massachusetts,Children in immigrant families,2002-2004,Currency,60800
State,Massachusetts,Children in U.S.-born families,2002-2004,Currency,69800
State,Massachusetts,Children in immigrant families,2000-2002,Currency,56500
State,Massachusetts,Children in U.S.-born families,2000-2002,Currency,65900
State,Massachusetts,Children in U.S.-born families,2001-2003,Currency,66900
State,Massachusetts,Children in immigrant families,2001-2003,Currency,60000
State,Massachusetts,Children in immigrant families,2008,Currency,68900
State,Massachusetts,Children in U.S.-born families,2008,Currency,84900
State,Massachusetts,Children in immigrant families,2013,Currency,66600
State,Massachusetts,Children in U.S.-born families,2013,Currency,90800
State,Massachusetts,Children in immigrant families,2018,Currency,87000
State,Massachusetts,Children in U.S.-born families,2018,Currency,112500
State,Massachusetts,Children in immigrant families,2010,Currency,63300
State,Massachusetts,Children in U.S.-born families,2010,Currency,86900
State,Massachusetts,Children in immigrant families,2009,Currency,67300
State,Massachusetts,Children in U.S.-born families,2009,Currency,87500
State,Massachusetts,Children in immigrant families,2015,Currency,73500
State,Massachusetts,Children in U.S.-born families,2015,Currency,99400
State,Massachusetts,Children in immigrant families,2011,Currency,65300
State,Massachusetts,Children in U.S.-born families,2011,Currency,87400
State,Massachusetts,Children in immigrant families,2012,Currency,70400
State,Massachusetts,Children in U.S.-born families,2012,Currency,89300
State,Massachusetts,Children in immigrant families,2014,Currency,71700
State,Massachusetts,Children in U.S.-born families,2014,Currency,94200
State,Massachusetts,Children in immigrant families,2017,Currency,80600
State,Massachusetts,Children in U.S.-born families,2017,Currency,109100
State,Massachusetts,Children in immigrant families,2016,Currency,78300
State,Massachusetts,Children in U.S.-born families,2016,Currency,105400
State,Massachusetts,Children in immigrant families,2019,Currency,87600
State,Massachusetts,Children in U.S.-born families,2019,Currency,119400
State,Massachusetts,Children in immigrant families,2021,Currency,102600
State,Massachusetts,Children in U.S.-born families,2021,Currency,128100
State,Michigan,Children in immigrant families,2021,Currency,80200
State,Michigan,Children in U.S.-born families,2021,Currency,76800
State,Michigan,Children in immigrant families,2019,Currency,77300
State,Michigan,Children in U.S.-born families,2019,Currency,71400
State,Michigan,Children in immigrant families,2016,Currency,63800
State,Michigan,Children in U.S.-born families,2016,Currency,62700
State,Michigan,Children in immigrant families,2017,Currency,62300
State,Michigan,Children in U.S.-born families,2017,Currency,65400
State,Michigan,Children in immigrant families,2014,Currency,57900
State,Michigan,Children in U.S.-born families,2014,Currency,58900
State,Michigan,Children in immigrant families,2012,Currency,56600
State,Michigan,Children in U.S.-born families,2012,Currency,55100
State,Michigan,Children in immigrant families,2011,Currency,55200
State,Michigan,Children in U.S.-born families,2011,Currency,54600
State,Michigan,Children in immigrant families,2015,Currency,58300
State,Michigan,Children in U.S.-born families,2015,Currency,60300
State,Michigan,Children in immigrant families,2009,Currency,54100
State,Michigan,Children in U.S.-born families,2009,Currency,53500
State,Michigan,Children in immigrant families,2010,Currency,53600
State,Michigan,Children in U.S.-born families,2010,Currency,52400
State,Michigan,Children in immigrant families,2018,Currency,69700
State,Michigan,Children in U.S.-born families,2018,Currency,67700
State,Michigan,Children in immigrant families,2013,Currency,58400
State,Michigan,Children in U.S.-born families,2013,Currency,56900
State,Michigan,Children in immigrant families,2008,Currency,61600
State,Michigan,Children in U.S.-born families,2008,Currency,58000
State,Michigan,Children in U.S.-born families,2001-2003,Currency,52600
State,Michigan,Children in immigrant families,2001-2003,Currency,58800
State,Michigan,Children in U.S.-born families,2000-2002,Currency,52700
State,Michigan,Children in immigrant families,2000-2002,Currency,55700
State,Michigan,Children in U.S.-born families,2002-2004,Currency,53500
State,Michigan,Children in immigrant families,2002-2004,Currency,61000
State,Michigan,Children in immigrant families,2007,Currency,60100
State,Michigan,Children in U.S.-born families,2007,Currency,56400
State,Michigan,Children in U.S.-born families,2006,Currency,55600
State,Michigan,Children in immigrant families,2006,Currency,59300
State,Michigan,Children in immigrant families,2005,Currency,61900
State,Michigan,Children in U.S.-born families,2005,Currency,55800
State,Minnesota,Children in immigrant families,2005,Currency,50500
State,Minnesota,Children in U.S.-born families,2005,Currency,66500
State,Minnesota,Children in U.S.-born families,2006,Currency,68900
State,Minnesota,Children in immigrant families,2006,Currency,50300
State,Minnesota,Children in immigrant families,2007,Currency,48500
State,Minnesota,Children in U.S.-born families,2007,Currency,71800
State,Minnesota,Children in immigrant families,2002-2004,Currency,54200
State,Minnesota,Children in U.S.-born families,2002-2004,Currency,63200
State,Minnesota,Children in immigrant families,2000-2002,Currency,49000
State,Minnesota,Children in U.S.-born families,2000-2002,Currency,61100
State,Minnesota,Children in U.S.-born families,2001-2003,Currency,62000
State,Minnesota,Children in immigrant families,2001-2003,Currency,51500
State,Minnesota,Children in immigrant families,2008,Currency,57500
State,Minnesota,Children in U.S.-born families,2008,Currency,73400
State,Minnesota,Children in immigrant families,2013,Currency,57800
State,Minnesota,Children in U.S.-born families,2013,Currency,78000
State,Minnesota,Children in immigrant families,2018,Currency,60500
State,Minnesota,Children in U.S.-born families,2018,Currency,97000
State,Minnesota,Children in immigrant families,2010,Currency,49700
State,Minnesota,Children in U.S.-born families,2010,Currency,71700
State,Minnesota,Children in immigrant families,2015,Currency,51700
State,Minnesota,Children in U.S.-born families,2015,Currency,84500
State,Minnesota,Children in immigrant families,2009,Currency,48800
State,Minnesota,Children in U.S.-born families,2009,Currency,71300
State,Minnesota,Children in immigrant families,2011,Currency,49000
State,Minnesota,Children in U.S.-born families,2011,Currency,73500
State,Minnesota,Children in immigrant families,2012,Currency,53600
State,Minnesota,Children in U.S.-born families,2012,Currency,76700
State,Minnesota,Children in immigrant families,2014,Currency,51400
State,Minnesota,Children in U.S.-born families,2014,Currency,81500
State,Minnesota,Children in immigrant families,2017,Currency,59400
State,Minnesota,Children in U.S.-born families,2017,Currency,94000
State,Minnesota,Children in immigrant families,2016,Currency,55500
State,Minnesota,Children in U.S.-born families,2016,Currency,88300
State,Minnesota,Children in immigrant families,2019,Currency,67300
State,Minnesota,Children in U.S.-born families,2019,Currency,100600
State,Minnesota,Children in immigrant families,2021,Currency,74300
State,Minnesota,Children in U.S.-born families,2021,Currency,106800
State,Mississippi,Children in immigrant families,2021,Currency,48500
State,Mississippi,Children in U.S.-born families,2021,Currency,58500
State,Mississippi,Children in immigrant families,2019,Currency,44600
State,Mississippi,Children in U.S.-born families,2019,Currency,50900
State,Mississippi,Children in immigrant families,2016,Currency,40500
State,Mississippi,Children in U.S.-born families,2016,Currency,45300
State,Mississippi,Children in immigrant families,2017,Currency,46300
State,Mississippi,Children in U.S.-born families,2017,Currency,50700
State,Mississippi,Children in immigrant families,2014,Currency,42300
State,Mississippi,Children in U.S.-born families,2014,Currency,44500
State,Mississippi,Children in immigrant families,2012,Currency,31200
State,Mississippi,Children in U.S.-born families,2012,Currency,37800
State,Mississippi,Children in immigrant families,2011,Currency,46900
State,Mississippi,Children in U.S.-born families,2011,Currency,39700
State,Mississippi,Children in immigrant families,2009,Currency,38600
State,Mississippi,Children in U.S.-born families,2009,Currency,39700
State,Mississippi,Children in immigrant families,2015,Currency,57100
State,Mississippi,Children in U.S.-born families,2015,Currency,42200
State,Mississippi,Children in immigrant families,2010,Currency,46800
State,Mississippi,Children in U.S.-born families,2010,Currency,38300
State,Mississippi,Children in immigrant families,2018,Currency,50100
State,Mississippi,Children in U.S.-born families,2018,Currency,52100
State,Mississippi,Children in immigrant families,2013,Currency,36000
State,Mississippi,Children in U.S.-born families,2013,Currency,40500
State,Mississippi,Children in immigrant families,2008,Currency,50500
State,Mississippi,Children in U.S.-born families,2008,Currency,38900
State,Mississippi,Children in U.S.-born families,2001-2003,Currency,35000
State,Mississippi,Children in immigrant families,2001-2003,Currency,40600
State,Mississippi,Children in U.S.-born families,2000-2002,Currency,35400
State,Mississippi,Children in immigrant families,2000-2002,Currency,43300
State,Mississippi,Children in U.S.-born families,2002-2004,Currency,34500
State,Mississippi,Children in immigrant families,2002-2004,Currency,41200
State,Mississippi,Children in immigrant families,2007,Currency,48400
State,Mississippi,Children in U.S.-born families,2007,Currency,39900
State,Mississippi,Children in U.S.-born families,2006,Currency,36200
State,Mississippi,Children in immigrant families,2006,Currency,39900
State,Mississippi,Children in immigrant families,2005,Currency,48400
State,Mississippi,Children in U.S.-born families,2005,Currency,36200
State,Missouri,Children in immigrant families,2005,Currency,50800
State,Missouri,Children in U.S.-born families,2005,Currency,50400
State,Missouri,Children in U.S.-born families,2006,Currency,50500
State,Missouri,Children in immigrant families,2006,Currency,47500
State,Missouri,Children in immigrant families,2007,Currency,51700
State,Missouri,Children in U.S.-born families,2007,Currency,53200
State,Missouri,Children in U.S.-born families,2002-2004,Currency,48500
State,Missouri,Children in immigrant families,2002-2004,Currency,53100
State,Missouri,Children in U.S.-born families,2000-2002,Currency,47500
State,Missouri,Children in immigrant families,2000-2002,Currency,52500
State,Missouri,Children in immigrant families,2001-2003,Currency,52500
State,Missouri,Children in U.S.-born families,2001-2003,Currency,47700
State,Missouri,Children in immigrant families,2008,Currency,54900
State,Missouri,Children in U.S.-born families,2008,Currency,55600
State,Missouri,Children in immigrant families,2013,Currency,49800
State,Missouri,Children in U.S.-born families,2013,Currency,56400
State,Missouri,Children in immigrant families,2018,Currency,61100
