LocationType,Location,PlacementType,TimeFrame,DataFormat,Data
State,Idaho,Supervised independent living,2005,Number,N.R.
State,Idaho,Trial home visit,2005,Number,131
State,Hawaii,Foster family home - non-relative,2005,Number,1371
State,Hawaii,Foster family home - relative,2005,Number,1138
State,Hawaii,Group home or institution,2005,Number,164
State,Hawaii,Pre-adoptive home,2005,Number,13
State,Hawaii,Runaway,2005,Number,53
State,Hawaii,Supervised independent living,2005,Number,N.R.
State,Hawaii,Trial home visit,2005,Number,N.R.
State,Georgia,Foster family home - non-relative,2005,Number,8366
State,Georgia,Foster family home - relative,2005,Number,2130
State,Georgia,Group home or institution,2005,Number,2770
State,Georgia,Pre-adoptive home,2005,Number,281
State,Georgia,Runaway,2005,Number,73
State,Georgia,Supervised independent living,2005,Number,N.R.
State,Georgia,Trial home visit,2005,Number,345
State,Florida,Foster family home - non-relative,2005,Number,11495
State,Florida,Foster family home - relative,2005,Number,13024
State,Florida,Group home or institution,2005,Number,3909
State,Florida,Pre-adoptive home,2005,Number,304
State,Florida,Runaway,2005,Number,460
State,Florida,Supervised independent living,2005,Number,30
State,Florida,Trial home visit,2005,Number,N.R.
City,District of Columbia,Foster family home - non-relative,2005,Number,1020
City,District of Columbia,Foster family home - relative,2005,Number,481
City,District of Columbia,Group home or institution,2005,Number,297
City,District of Columbia,Pre-adoptive home,2005,Number,339
City,District of Columbia,Runaway,2005,Number,25
City,District of Columbia,Supervised independent living,2005,Number,188
City,District of Columbia,Trial home visit,2005,Number,N.R.
State,Delaware,Foster family home - non-relative,2005,Number,585
State,Delaware,Foster family home - relative,2005,Number,107
State,Delaware,Group home or institution,2005,Number,215
State,Delaware,Pre-adoptive home,2005,Number,34
State,Delaware,Runaway,2005,Number,N.R.
State,Delaware,Supervised independent living,2005,Number,1
State,Delaware,Trial home visit,2005,Number,N.R.
State,Connecticut,Foster family home - non-relative,2005,Number,2838
State,Connecticut,Foster family home - relative,2005,Number,1322
State,Connecticut,Group home or institution,2005,Number,2014
State,Connecticut,Pre-adoptive home,2005,Number,351
State,Connecticut,Runaway,2005,Number,N.R.
State,Connecticut,Supervised independent living,2005,Number,132
State,Connecticut,Trial home visit,2005,Number,2
State,Colorado,Foster family home - non-relative,2005,Number,3893
State,Colorado,Foster family home - relative,2005,Number,1193
State,Colorado,Group home or institution,2005,Number,2482
State,Colorado,Pre-adoptive home,2005,Number,247
State,Colorado,Runaway,2005,Number,153
State,Colorado,Supervised independent living,2005,Number,88
State,Colorado,Trial home visit,2005,Number,42
State,California,Foster family home - non-relative,2005,Number,34067
State,California,Foster family home - relative,2005,Number,23604
State,California,Group home or institution,2005,Number,10369
State,California,Pre-adoptive home,2005,Number,2322
State,California,Runaway,2005,Number,5148
State,California,Supervised independent living,2005,Number,186
State,California,Trial home visit,2005,Number,4551
State,Arkansas,Foster family home - non-relative,2005,Number,2174
State,Arkansas,Foster family home - relative,2005,Number,229
State,Arkansas,Group home or institution,2005,Number,556
State,Arkansas,Pre-adoptive home,2005,Number,130
State,Arkansas,Runaway,2005,Number,13
State,Arkansas,Supervised independent living,2005,Number,42
State,Arkansas,Trial home visit,2005,Number,88
State,Arizona,Foster family home - non-relative,2005,Number,3599
State,Arizona,Foster family home - relative,2005,Number,2935
State,Arizona,Group home or institution,2005,Number,1808
State,Arizona,Pre-adoptive home,2005,Number,499
State,Arizona,Runaway,2005,Number,333
State,Arizona,Supervised independent living,2005,Number,255
State,Arizona,Trial home visit,2005,Number,65
State,Alaska,Foster family home - non-relative,2005,Number,750
State,Alaska,Foster family home - relative,2005,Number,505
State,Alaska,Group home or institution,2005,Number,235
State,Alaska,Pre-adoptive home,2005,Number,62
State,Alaska,Runaway,2005,Number,29
State,Alaska,Supervised independent living,2005,Number,7
State,Alaska,Trial home visit,2005,Number,202
State,Alabama,Foster family home - non-relative,2005,Number,2940
State,Alabama,Foster family home - relative,2005,Number,891
State,Alabama,Group home or institution,2005,Number,1254
State,Alabama,Pre-adoptive home,2005,Number,638
State,Alabama,Runaway,2005,Number,235
State,Alabama,Supervised independent living,2005,Number,88
State,Alabama,Trial home visit,2005,Number,694
Nation,United States,Foster family home - non-relative,2005,Number,235850
Nation,United States,Foster family home - relative,2005,Number,119123
Nation,United States,Group home or institution,2005,Number,89610
Nation,United States,Pre-adoptive home,2005,Number,19347
Nation,United States,Runaway,2005,Number,12700
Nation,United States,Supervised independent living,2005,Number,6385
Nation,United States,Trial home visit,2005,Number,26234
Nation,United States,Foster family home - non-relative,2006,Number,232457
Nation,United States,Foster family home - relative,2006,Number,122229
Nation,United States,Group home or institution,2006,Number,84849
Nation,United States,Pre-adoptive home,2006,Number,17025
Nation,United States,Runaway,2006,Number,11983
Nation,United States,Supervised independent living,2006,Number,5762
Nation,United States,Trial home visit,2006,Number,26106
State,Alabama,Foster family home - non-relative,2006,Number,3965
State,Alabama,Foster family home - relative,2006,Number,896
State,Alabama,Group home or institution,2006,Number,1439
State,Alabama,Pre-adoptive home,2006,Number,162
State,Alabama,Runaway,2006,Number,135
State,Alabama,Supervised independent living,2006,Number,44
State,Alabama,Trial home visit,2006,Number,395
State,Alaska,Foster family home - non-relative,2006,Number,789
State,Alaska,Foster family home - relative,2006,Number,587
State,Alaska,Group home or institution,2006,Number,193
State,Alaska,Pre-adoptive home,2006,Number,53
State,Alaska,Runaway,2006,Number,50
State,Alaska,Supervised independent living,2006,Number,15
State,Alaska,Trial home visit,2006,Number,330
State,Arizona,Foster family home - non-relative,2006,Number,3920
State,Arizona,Foster family home - relative,2006,Number,2855
State,Arizona,Group home or institution,2006,Number,1658
State,Arizona,Pre-adoptive home,2006,Number,424
State,Arizona,Runaway,2006,Number,323
State,Arizona,Supervised independent living,2006,Number,299
State,Arizona,Trial home visit,2006,Number,77
State,Arkansas,Foster family home - non-relative,2006,Number,2193
State,Arkansas,Foster family home - relative,2006,Number,315
State,Arkansas,Group home or institution,2006,Number,637
State,Arkansas,Pre-adoptive home,2006,Number,121
State,Arkansas,Runaway,2006,Number,64
State,Arkansas,Supervised independent living,2006,Number,37
State,Arkansas,Trial home visit,2006,Number,61
State,California,Foster family home - non-relative,2006,Number,33599
State,California,Foster family home - relative,2006,Number,23048
State,California,Group home or institution,2006,Number,9710
State,California,Pre-adoptive home,2006,Number,2382
State,California,Runaway,2006,Number,5064
State,California,Supervised independent living,2006,Number,220
State,California,Trial home visit,2006,Number,4350
State,Colorado,Foster family home - non-relative,2006,Number,3726
State,Colorado,Foster family home - relative,2006,Number,1340
State,Colorado,Group home or institution,2006,Number,2453
State,Colorado,Pre-adoptive home,2006,Number,306
State,Colorado,Runaway,2006,Number,126
State,Colorado,Supervised independent living,2006,Number,81
State,Colorado,Trial home visit,2006,Number,52
State,Connecticut,Foster family home - non-relative,2006,Number,2942
State,Connecticut,Foster family home - relative,2006,Number,1351
State,Connecticut,Group home or institution,2006,Number,1942
State,Connecticut,Pre-adoptive home,2006,Number,406
State,Connecticut,Runaway,2006,Number,N.R.
State,Connecticut,Supervised independent living,2006,Number,144
State,Connecticut,Trial home visit,2006,Number,N.R.
State,Delaware,Foster family home - non-relative,2006,Number,666
State,Delaware,Foster family home - relative,2006,Number,70
State,Delaware,Group home or institution,2006,Number,287
State,Delaware,Pre-adoptive home,2006,Number,50
State,Delaware,Runaway,2006,Number,N.R.
State,Delaware,Supervised independent living,2006,Number,N.R.
State,Delaware,Trial home visit,2006,Number,N.R.
City,District of Columbia,Foster family home - non-relative,2006,Number,1023
City,District of Columbia,Foster family home - relative,2006,Number,373
City,District of Columbia,Group home or institution,2006,Number,332
City,District of Columbia,Pre-adoptive home,2006,Number,308
City,District of Columbia,Runaway,2006,Number,48
City,District of Columbia,Supervised independent living,2006,Number,179
City,District of Columbia,Trial home visit,2006,Number,N.R.
State,Florida,Foster family home - non-relative,2006,Number,11201
State,Florida,Foster family home - relative,2006,Number,13360
State,Florida,Group home or institution,2006,Number,3780
State,Florida,Pre-adoptive home,2006,Number,316
State,Florida,Runaway,2006,Number,464
State,Florida,Supervised independent living,2006,Number,34
State,Florida,Trial home visit,2006,Number,N.R.
State,Georgia,Foster family home - non-relative,2006,Number,7679
State,Georgia,Foster family home - relative,2006,Number,2425
State,Georgia,Group home or institution,2006,Number,2412
State,Georgia,Pre-adoptive home,2006,Number,296
State,Georgia,Runaway,2006,Number,78
State,Georgia,Supervised independent living,2006,Number,N.R.
State,Georgia,Trial home visit,2006,Number,285
State,Hawaii,Foster family home - non-relative,2006,Number,1130
State,Hawaii,Foster family home - relative,2006,Number,1002
State,Hawaii,Group home or institution,2006,Number,135
State,Hawaii,Pre-adoptive home,2006,Number,11
State,Hawaii,Runaway,2006,Number,68
State,Hawaii,Supervised independent living,2006,Number,N.R.
State,Hawaii,Trial home visit,2006,Number,N.R.
State,Idaho,Foster family home - non-relative,2006,Number,1012
State,Idaho,Foster family home - relative,2006,Number,414
State,Idaho,Group home or institution,2006,Number,224
State,Idaho,Pre-adoptive home,2006,Number,74
State,Idaho,Runaway,2006,Number,12
State,Idaho,Supervised independent living,2006,Number,N.R.
State,Idaho,Trial home visit,2006,Number,114
State,Illinois,Foster family home - non-relative,2006,Number,7795
State,Illinois,Foster family home - relative,2006,Number,6391
State,Illinois,Group home or institution,2006,Number,1861
State,Illinois,Pre-adoptive home,2006,Number,570
State,Illinois,Runaway,2006,Number,249
State,Illinois,Supervised independent living,2006,Number,1464
State,Illinois,Trial home visit,2006,Number,40
State,Indiana,Foster family home - non-relative,2006,Number,7512
State,Indiana,Foster family home - relative,2006,Number,1592
State,Indiana,Group home or institution,2006,Number,2093
State,Indiana,Pre-adoptive home,2006,Number,N.R.
State,Indiana,Runaway,2006,Number,123
State,Indiana,Supervised independent living,2006,Number,36
State,Indiana,Trial home visit,2006,Number,27
State,Iowa,Foster family home - non-relative,2006,Number,3119
State,Iowa,Foster family home - relative,2006,Number,1892
State,Iowa,Group home or institution,2006,Number,1892
State,Iowa,Pre-adoptive home,2006,Number,225
State,Iowa,Runaway,2006,Number,96
State,Iowa,Supervised independent living,2006,Number,66
State,Iowa,Trial home visit,2006,Number,1750
State,Kansas,Foster family home - non-relative,2006,Number,3179
State,Kansas,Foster family home - relative,2006,Number,1324
State,Kansas,Group home or institution,2006,Number,611
State,Kansas,Pre-adoptive home,2006,Number,347
State,Kansas,Runaway,2006,Number,101
State,Kansas,Supervised independent living,2006,Number,24
State,Kansas,Trial home visit,2006,Number,804
State,Kentucky,Foster family home - non-relative,2006,Number,4433
State,Kentucky,Foster family home - relative,2006,Number,654
State,Kentucky,Group home or institution,2006,Number,2158
State,Kentucky,Pre-adoptive home,2006,Number,163
State,Kentucky,Runaway,2006,Number,1
State,Kentucky,Supervised independent living,2006,Number,111
State,Kentucky,Trial home visit,2006,Number,86
State,Louisiana,Foster family home - non-relative,2006,Number,2804
State,Louisiana,Foster family home - relative,2006,Number,1135
State,Louisiana,Group home or institution,2006,Number,863
State,Louisiana,Pre-adoptive home,2006,Number,131
State,Louisiana,Runaway,2006,Number,82
State,Louisiana,Supervised independent living,2006,Number,12
State,Louisiana,Trial home visit,2006,Number,186
State,Maine,Foster family home - non-relative,2006,Number,1181
State,Maine,Foster family home - relative,2006,Number,378
State,Maine,Group home or institution,2006,Number,182
State,Maine,Pre-adoptive home,2006,Number,165
State,Maine,Runaway,2006,Number,2
State,Maine,Supervised independent living,2006,Number,20
State,Maine,Trial home visit,2006,Number,132
State,Maryland,Foster family home - non-relative,2006,Number,935
State,Maryland,Foster family home - relative,2006,Number,1199
State,Maryland,Group home or institution,2006,Number,825
State,Maryland,Pre-adoptive home,2006,Number,156
State,Maryland,Runaway,2006,Number,2
State,Maryland,Supervised independent living,2006,Number,66
State,Maryland,Trial home visit,2006,Number,7
State,Massachusetts,Foster family home - non-relative,2006,Number,4878
State,Massachusetts,Foster family home - relative,2006,Number,1908
State,Massachusetts,Group home or institution,2006,Number,2372
State,Massachusetts,Pre-adoptive home,2006,Number,405
State,Massachusetts,Runaway,2006,Number,246
State,Massachusetts,Supervised independent living,2006,Number,645
State,Massachusetts,Trial home visit,2006,Number,1034
State,Michigan,Foster family home - non-relative,2006,Number,7366
State,Michigan,Foster family home - relative,2006,Number,7118
State,Michigan,Group home or institution,2006,Number,2946
State,Michigan,Pre-adoptive home,2006,Number,380
State,Michigan,Runaway,2006,Number,285
State,Michigan,Supervised independent living,2006,Number,579
State,Michigan,Trial home visit,2006,Number,1468
State,Minnesota,Foster family home - non-relative,2006,Number,3035
State,Minnesota,Foster family home - relative,2006,Number,1589
State,Minnesota,Group home or institution,2006,Number,1815
State,Minnesota,Pre-adoptive home,2006,Number,434
State,Minnesota,Runaway,2006,Number,100
State,Minnesota,Supervised independent living,2006,Number,8
State,Minnesota,Trial home visit,2006,Number,168
State,Mississippi,Foster family home - non-relative,2006,Number,1255
State,Mississippi,Foster family home - relative,2006,Number,1092
State,Mississippi,Group home or institution,2006,Number,737
State,Mississippi,Pre-adoptive home,2006,Number,47
State,Mississippi,Runaway,2006,Number,N.R.
State,Mississippi,Supervised independent living,2006,Number,11
State,Mississippi,Trial home visit,2006,Number,14
State,Missouri,Foster family home - non-relative,2006,Number,3338
State,Missouri,Foster family home - relative,2006,Number,1896
State,Missouri,Group home or institution,2006,Number,1713
State,Missouri,Pre-adoptive home,2006,Number,1270
State,Missouri,Runaway,2006,Number,199
State,Missouri,Supervised independent living,2006,Number,466
State,Missouri,Trial home visit,2006,Number,1299
State,Montana,Foster family home - non-relative,2006,Number,910
State,Montana,Foster family home - relative,2006,Number,644
State,Montana,Group home or institution,2006,Number,252
State,Montana,Pre-adoptive home,2006,Number,13
State,Montana,Runaway,2006,Number,9
State,Montana,Supervised independent living,2006,Number,10
State,Montana,Trial home visit,2006,Number,124
State,Nebraska,Foster family home - non-relative,2006,Number,2399
State,Nebraska,Foster family home - relative,2006,Number,1176
State,Nebraska,Group home or institution,2006,Number,1239
State,Nebraska,Pre-adoptive home,2006,Number,148
State,Nebraska,Runaway,2006,Number,102
State,Nebraska,Supervised independent living,2006,Number,76
State,Nebraska,Trial home visit,2006,Number,1047
State,Nevada,Foster family home - non-relative,2006,Number,1899
State,Nevada,Foster family home - relative,2006,Number,1562
State,Nevada,Group home or institution,2006,Number,423
State,Nevada,Pre-adoptive home,2006,Number,51
State,Nevada,Runaway,2006,Number,105
State,Nevada,Supervised independent living,2006,Number,47
State,Nevada,Trial home visit,2006,Number,926
State,New Hampshire,Foster family home - non-relative,2006,Number,629
State,New Hampshire,Foster family home - relative,2006,Number,199
State,New Hampshire,Group home or institution,2006,Number,317
State,New Hampshire,Pre-adoptive home,2006,Number,N.R.
State,New Hampshire,Runaway,2006,Number,N.R.
State,New Hampshire,Supervised independent living,2006,Number,1
State,New Hampshire,Trial home visit,2006,Number,N.R.
State,New Jersey,Foster family home - non-relative,2006,Number,6444
State,New Jersey,Foster family home - relative,2006,Number,1539
State,New Jersey,Group home or institution,2006,Number,2151
State,New Jersey,Pre-adoptive home,2006,Number,132
State,New Jersey,Runaway,2006,Number,N.R.
State,New Jersey,Supervised independent living,2006,Number,202
State,New Jersey,Trial home visit,2006,Number,N.R.
State,New Mexico,Foster family home - non-relative,2006,Number,1149
State,New Mexico,Foster family home - relative,2006,Number,558
State,New Mexico,Group home or institution,2006,Number,175
State,New Mexico,Pre-adoptive home,2006,Number,170
State,New Mexico,Runaway,2006,Number,57
State,New Mexico,Supervised independent living,2006,Number,40
State,New Mexico,Trial home visit,2006,Number,208
State,New York,Foster family home - non-relative,2006,Number,13625
State,New York,Foster family home - relative,2006,Number,5151
State,New York,Group home or institution,2006,Number,6346
State,New York,Pre-adoptive home,2006,Number,2027
State,New York,Runaway,2006,Number,864
State,New York,Supervised independent living,2006,Number,N.R.
State,New York,Trial home visit,2006,Number,1960
State,North Carolina,Foster family home - non-relative,2006,Number,5617
State,North Carolina,Foster family home - relative,2006,Number,2560
State,North Carolina,Group home or institution,2006,Number,1494
State,North Carolina,Pre-adoptive home,2006,Number,534
State,North Carolina,Runaway,2006,Number,135
State,North Carolina,Supervised independent living,2006,Number,11
State,North Carolina,Trial home visit,2006,Number,640
State,North Dakota,Foster family home - non-relative,2006,Number,526
State,North Dakota,Foster family home - relative,2006,Number,278
State,North Dakota,Group home or institution,2006,Number,354
State,North Dakota,Pre-adoptive home,2006,Number,107
State,North Dakota,Runaway,2006,Number,6
State,North Dakota,Supervised independent living,2006,Number,N.R.
State,North Dakota,Trial home visit,2006,Number,52
State,Ohio,Foster family home - non-relative,2006,Number,9691
State,Ohio,Foster family home - relative,2006,Number,2563
State,Ohio,Group home or institution,2006,Number,2664
State,Ohio,Pre-adoptive home,2006,Number,616
State,Ohio,Runaway,2006,Number,531
State,Ohio,Supervised independent living,2006,Number,112
State,Ohio,Trial home visit,2006,Number,401
State,Oklahoma,Foster family home - non-relative,2006,Number,5142
State,Oklahoma,Foster family home - relative,2006,Number,3476
State,Oklahoma,Group home or institution,2006,Number,977
State,Oklahoma,Pre-adoptive home,2006,Number,496
State,Oklahoma,Runaway,2006,Number,124
State,Oklahoma,Supervised independent living,2006,Number,9
State,Oklahoma,Trial home visit,2006,Number,1553
State,Oregon,Foster family home - non-relative,2006,Number,5527
State,Oregon,Foster family home - relative,2006,Number,2147
State,Oregon,Group home or institution,2006,Number,711
State,Oregon,Pre-adoptive home,2006,Number,389
State,Oregon,Runaway,2006,Number,331
State,Oregon,Supervised independent living,2006,Number,31
State,Oregon,Trial home visit,2006,Number,1525
State,Pennsylvania,Foster family home - non-relative,2006,Number,9737
State,Pennsylvania,Foster family home - relative,2006,Number,4477
State,Pennsylvania,Group home or institution,2006,Number,5634
State,Pennsylvania,Pre-adoptive home,2006,Number,639
State,Pennsylvania,Runaway,2006,Number,92
State,Pennsylvania,Supervised independent living,2006,Number,327
State,Pennsylvania,Trial home visit,2006,Number,229
State,Rhode Island,Foster family home - non-relative,2006,Number,897
State,Rhode Island,Foster family home - relative,2006,Number,756
State,Rhode Island,Group home or institution,2006,Number,1097
State,Rhode Island,Pre-adoptive home,2006,Number,20
State,Rhode Island,Runaway,2006,Number,67
State,Rhode Island,Supervised independent living,2006,Number,4
State,Rhode Island,Trial home visit,2006,Number,N.R.
State,South Carolina,Foster family home - non-relative,2006,Number,2924
State,South Carolina,Foster family home - relative,2006,Number,343
State,South Carolina,Group home or institution,2006,Number,1258
State,South Carolina,Pre-adoptive home,2006,Number,310
State,South Carolina,Runaway,2006,Number,67
State,South Carolina,Supervised independent living,2006,Number,18
State,South Carolina,Trial home visit,2006,Number,N.R.
State,South Dakota,Foster family home - non-relative,2006,Number,692
State,South Dakota,Foster family home - relative,2006,Number,317
State,South Dakota,Group home or institution,2006,Number,396
State,South Dakota,Pre-adoptive home,2006,Number,54
State,South Dakota,Runaway,2006,Number,6
State,South Dakota,Supervised independent living,2006,Number,3
State,South Dakota,Trial home visit,2006,Number,178
State,Tennessee,Foster family home - non-relative,2006,Number,5003
State,Tennessee,Foster family home - relative,2006,Number,1058
State,Tennessee,Group home or institution,2006,Number,1500
State,Tennessee,Pre-adoptive home,2006,Number,77
State,Tennessee,Runaway,2006,Number,265
State,Tennessee,Supervised independent living,2006,Number,15
State,Tennessee,Trial home visit,2006,Number,700
State,Texas,Foster family home - non-relative,2006,Number,13089
State,Texas,Foster family home - relative,2006,Number,8055
State,Texas,Group home or institution,2006,Number,5948
State,Texas,Pre-adoptive home,2006,Number,884
State,Texas,Runaway,2006,Number,746
State,Texas,Supervised independent living,2006,Number,20
State,Texas,Trial home visit,2006,Number,1892
State,Utah,Foster family home - non-relative,2006,Number,1506
State,Utah,Foster family home - relative,2006,Number,249
State,Utah,Group home or institution,2006,Number,380
State,Utah,Pre-adoptive home,2006,Number,84
State,Utah,Runaway,2006,Number,36
State,Utah,Supervised independent living,2006,Number,60
State,Utah,Trial home visit,2006,Number,112
State,Vermont,Foster family home - non-relative,2006,Number,763
State,Vermont,Foster family home - relative,2006,Number,158
State,Vermont,Group home or institution,2006,Number,237
State,Vermont,Pre-adoptive home,2006,Number,43
State,Vermont,Runaway,2006,Number,5
State,Vermont,Supervised independent living,2006,Number,19
State,Vermont,Trial home visit,2006,Number,154
State,Virginia,Foster family home - non-relative,2006,Number,4562
State,Virginia,Foster family home - relative,2006,Number,447
State,Virginia,Group home or institution,2006,Number,2035
State,Virginia,Pre-adoptive home,2006,Number,267
State,Virginia,Runaway,2006,Number,80
State,Virginia,Supervised independent living,2006,Number,103
State,Virginia,Trial home visit,2006,Number,280
State,Washington,Foster family home - non-relative,2006,Number,5244
State,Washington,Foster family home - relative,2006,Number,3761
State,Washington,Group home or institution,2006,Number,532
State,Washington,Pre-adoptive home,2006,Number,113
State,Washington,Runaway,2006,Number,149
State,Washington,Supervised independent living,2006,Number,6
State,Washington,Trial home visit,2006,Number,652
State,West Virginia,Foster family home - non-relative,2006,Number,2117
State,West Virginia,Foster family home - relative,2006,Number,250
State,West Virginia,Group home or institution,2006,Number,1242
State,West Virginia,Pre-adoptive home,2006,Number,271
State,West Virginia,Runaway,2006,Number,51
State,West Virginia,Supervised independent living,2006,Number,36
State,West Virginia,Trial home visit,2006,Number,239
State,Wisconsin,Foster family home - non-relative,2006,Number,3867
State,Wisconsin,Foster family home - relative,2006,Number,2135
State,Wisconsin,Group home or institution,2006,Number,1186
State,Wisconsin,Pre-adoptive home,2006,Number,176
State,Wisconsin,Runaway,2006,Number,103
State,Wisconsin,Supervised independent living,2006,Number,N.R.
State,Wisconsin,Trial home visit,2006,Number,N.R.
State,Wyoming,Foster family home - non-relative,2006,Number,442
State,Wyoming,Foster family home - relative,2006,Number,240
State,Wyoming,Group home or institution,2006,Number,445
State,Wyoming,Pre-adoptive home,2006,Number,19
State,Wyoming,Runaway,2006,Number,3
State,Wyoming,Supervised independent living,2006,Number,12
State,Wyoming,Trial home visit,2006,Number,140
Territory,Puerto Rico,Foster family home - non-relative,2006,Number,3381
Territory,Puerto Rico,Foster family home - relative,2006,Number,1926
Territory,Puerto Rico,Group home or institution,2006,Number,586
Territory,Puerto Rico,Pre-adoptive home,2006,Number,183
Territory,Puerto Rico,Runaway,2006,Number,131
Territory,Puerto Rico,Supervised independent living,2006,Number,39
Territory,Puerto Rico,Trial home visit,2006,Number,415
Territory,Virgin Islands,Foster family home - non-relative,2006,Number,N.A.
Territory,Virgin Islands,Foster family home - relative,2006,Number,N.A.
Territory,Virgin Islands,Group home or institution,2006,Number,N.A.
Territory,Virgin Islands,Pre-adoptive home,2006,Number,N.A.
Territory,Virgin Islands,Runaway,2006,Number,N.A.
Territory,Virgin Islands,Supervised independent living,2006,Number,N.A.
Territory,Virgin Islands,Trial home visit,2006,Number,N.A.
Territory,Puerto Rico,Trial home visit,2006,Percent,0.06
Territory,Puerto Rico,Supervised independent living,2006,Percent,0.01
Territory,Puerto Rico,Runaway,2006,Percent,0.02
Territory,Puerto Rico,Pre-adoptive home,2006,Percent,0.03
Territory,Puerto Rico,Group home or institution,2006,Percent,0.09
Territory,Puerto Rico,Foster family home - relative,2006,Percent,0.29
Territory,Puerto Rico,Foster family home - non-relative,2006,Percent,0.51
Territory,Virgin Islands,Trial home visit,2006,Percent,N.A.
Territory,Virgin Islands,Supervised independent living,2006,Percent,N.A.
Territory,Virgin Islands,Runaway,2006,Percent,N.A.
Territory,Virgin Islands,Pre-adoptive home,2006,Percent,N.A.
Territory,Virgin Islands,Group home or institution,2006,Percent,N.A.
Territory,Virgin Islands,Foster family home - relative,2006,Percent,N.A.
Territory,Virgin Islands,Foster family home - non-relative,2006,Percent,N.A.
State,Wyoming,Trial home visit,2006,Percent,0.11
State,Wyoming,Supervised independent living,2006,Percent,0.01
State,Wyoming,Runaway,2006,Percent,<.5%
State,Wyoming,Pre-adoptive home,2006,Percent,0.01
State,Wyoming,Group home or institution,2006,Percent,0.34
State,Wyoming,Foster family home - relative,2006,Percent,0.18
State,Wyoming,Foster family home - non-relative,2006,Percent,0.34
State,Wisconsin,Trial home visit,2006,Percent,N.R.
State,Wisconsin,Supervised independent living,2006,Percent,N.R.
State,Wisconsin,Runaway,2006,Percent,0.01
State,Wisconsin,Pre-adoptive home,2006,Percent,0.02
State,Wisconsin,Group home or institution,2006,Percent,0.16
State,Wisconsin,Foster family home - relative,2006,Percent,0.29
State,Wisconsin,Foster family home - non-relative,2006,Percent,0.52
State,West Virginia,Trial home visit,2006,Percent,0.06
State,West Virginia,Supervised independent living,2006,Percent,0.01
State,West Virginia,Runaway,2006,Percent,0.01
State,West Virginia,Pre-adoptive home,2006,Percent,0.06
State,West Virginia,Group home or institution,2006,Percent,0.3
State,West Virginia,Foster family home - relative,2006,Percent,0.06
State,West Virginia,Foster family home - non-relative,2006,Percent,0.5
State,Washington,Trial home visit,2006,Percent,0.06
State,Washington,Supervised independent living,2006,Percent,<.5%
State,Washington,Runaway,2006,Percent,0.01
State,Washington,Pre-adoptive home,2006,Percent,0.01
State,Washington,Group home or institution,2006,Percent,0.05
State,Washington,Foster family home - relative,2006,Percent,0.36
State,Washington,Foster family home - non-relative,2006,Percent,0.5
State,Virginia,Trial home visit,2006,Percent,0.04
State,Virginia,Supervised independent living,2006,Percent,0.01
State,Virginia,Runaway,2006,Percent,0.01
State,Virginia,Pre-adoptive home,2006,Percent,0.03
State,Virginia,Group home or institution,2006,Percent,0.26
State,Virginia,Foster family home - relative,2006,Percent,0.06
State,Virginia,Foster family home - non-relative,2006,Percent,0.59
State,Utah,Trial home visit,2006,Percent,0.05
State,Utah,Supervised independent living,2006,Percent,0.02
State,Utah,Runaway,2006,Percent,0.01
State,Utah,Pre-adoptive home,2006,Percent,0.03
State,Utah,Group home or institution,2006,Percent,0.16
State,Utah,Foster family home - relative,2006,Percent,0.1
State,Utah,Foster family home - non-relative,2006,Percent,0.62
State,Vermont,Trial home visit,2006,Percent,0.11
State,Vermont,Supervised independent living,2006,Percent,0.01
State,Vermont,Runaway,2006,Percent,<.5%
State,Vermont,Pre-adoptive home,2006,Percent,0.03
State,Vermont,Group home or institution,2006,Percent,0.17
State,Vermont,Foster family home - relative,2006,Percent,0.11
State,Vermont,Foster family home - non-relative,2006,Percent,0.55
State,Texas,Trial home visit,2006,Percent,0.06
State,Texas,Supervised independent living,2006,Percent,<.5%
State,Texas,Runaway,2006,Percent,0.02
State,Texas,Pre-adoptive home,2006,Percent,0.03
State,Texas,Group home or institution,2006,Percent,0.19
State,Texas,Foster family home - relative,2006,Percent,0.26
State,Texas,Foster family home - non-relative,2006,Percent,0.43
State,Tennessee,Trial home visit,2006,Percent,0.08
State,Tennessee,Supervised independent living,2006,Percent,<.5%
State,Tennessee,Runaway,2006,Percent,0.03
State,Tennessee,Pre-adoptive home,2006,Percent,0.01
State,Tennessee,Group home or institution,2006,Percent,0.17
State,Tennessee,Foster family home - relative,2006,Percent,0.12
State,Tennessee,Foster family home - non-relative,2006,Percent,0.58
State,South Dakota,Trial home visit,2006,Percent,0.11
State,South Dakota,Supervised independent living,2006,Percent,<.5%
State,South Dakota,Runaway,2006,Percent,<.5%
State,South Dakota,Pre-adoptive home,2006,Percent,0.03
State,South Dakota,Group home or institution,2006,Percent,0.24
State,South Dakota,Foster family home - relative,2006,Percent,0.19
State,South Dakota,Foster family home - non-relative,2006,Percent,0.42
State,South Carolina,Trial home visit,2006,Percent,N.R.
State,South Carolina,Supervised independent living,2006,Percent,<.5%
State,South Carolina,Runaway,2006,Percent,0.01
State,South Carolina,Pre-adoptive home,2006,Percent,0.06
State,South Carolina,Group home or institution,2006,Percent,0.26
State,South Carolina,Foster family home - relative,2006,Percent,0.07
State,South Carolina,Foster family home - non-relative,2006,Percent,0.59
State,Rhode Island,Trial home visit,2006,Percent,N.R.
State,Rhode Island,Supervised independent living,2006,Percent,N.R.
